DNS Tested,Target Website,Query Times (ms),Date Tested,Frequency Tested,Avg Query Time
Cloudflare Secondary DNS,www.bbc.co.uk,"41.73, 41.29, 43.17, 41.69, 39.82, 41.97, 43.01, 43.51, 42.29, 46.66",2026-09-07,10,42.51
Cloudflare Secondary DNS,www.github.com,"40.38, 40.91, 41.19, 44.53, 41.52, 40.38, 41.67, 40.37, 41.02, 40.07",2026-09-07,10,41.2
Cloudflare Secondary DNS,www.netflix.com,"40.53, 39.34, 41.51, 41.58, 42.07, 39.3, 41.16, 42.19, 42.17, 40.97",2026-09-07,10,41.08
Cloudflare Secondary DNS,www.hbomax.com,"49.04, 42.71, 39.52, 42.38, 40.37, 41.63, 41.5, 40.81, 40.81, 125.38",2026-09-07,10,50.41
Cloudflare Secondary DNS,protonvpn.com,"46.07, 41.85, 40.87, 41.33, 45.07, 41.1, 41.45, 40.94, 41.87, 44.96",2026-09-07,10,42.55
Cloudflare Secondary DNS,www.ajax.nl,"45.29, 51.81, 54.79, 47.97, 46.46, 40.95, 45.35, 43.6, 47.17, 55.58",2026-09-07,10,47.9
Google Primary DNS,www.facebook.com,"131.44, 129.38, 139.98, 135.86, 129.94, 129.46, 134.38, 129.32, 133.21, 134.61",2026-09-07,10,132.76
Google Primary DNS,www.google.com,"130.57, 132.4, 130.25, 131.9, 131.71, 132.12, 130.26, 131.85, 137.32, 130.27",2026-09-07,10,131.86
Google Primary DNS,www.amazon.com,"138.98, 138.26, 130.86, 131.73, 131.33, 131.3, 136.16, 131.27, 133.27, 140.45",2026-09-07,10,134.36
Google Primary DNS,www.nos.nl,"164.82, 153.73, 131.94, 130.56, 131.2, 156.17, 135.17, 145.63, 144.47, 131.81",2026-09-07,10,142.55
Google Primary DNS,www.bbc.co.uk,"135.02, 138.46, 136.38, 136.59, 131.75, 139.01, 131.34, 131.42, 131.74, 130.97",2026-09-07,10,134.27
Google Primary DNS,www.github.com,"139.2, 137.23, 138.98, 132.18, 131.69, 132.05, 130.6, 131.25, 130.65, 134.83",2026-09-07,10,133.87
Google Primary DNS,www.netflix.com,"130.61, 136.15, 129.68, 131.03, 129.75, 130.42, 129.55, 131.29, 130.65, 134.09",2026-09-07,10,131.32
Google Primary DNS,www.hbomax.com,"140.17, 140.61, 145.78, 132.47, 131.39, 134.81, 131.85, 131.86, 137.86, 135.13",2026-09-07,10,136.19
Google Primary DNS,protonvpn.com,"143.96, 135.94, 130.51, 134.89, 136.68, 135.1, 131.69, 129.61, 135.45, 133.34",2026-09-07,10,134.72
Google Primary DNS,www.ajax.nl,"146.8, 136.73, 152.98, 131.19, 136.15, 137.2, 136.56, 140.0, 136.27, 140.93",2026-09-07,10,139.48
Google Secondary DNS,www.facebook.com,"133.96, 136.24, 132.72, 131.71, 130.53, 129.82, 129.57, 129.55, 130.5, 130.98",2026-09-07,10,131.56
Google Secondary DNS,www.google.com,"129.88, 133.42, 130.98, 134.49, 135.9, 130.86, 131.81, 131.63, 142.88, 130.37",2026-09-07,10,133.22
Google Secondary DNS,www.amazon.com,"138.19, 130.93, 139.46, 143.13, 130.8, 130.53, 138.8, 142.22, 137.52, 130.93",2026-09-07,10,136.25
Google Secondary DNS,www.nos.nl,"188.58, 130.96, 156.7, 131.65, 131.76, 132.32, 177.48, 132.67, 137.48, 150.14",2026-09-07,10,146.97
Google Secondary DNS,www.bbc.co.uk,"131.47, 131.8, 132.01, 131.56, 136.87, 132.65, 131.46, 134.34, 135.9, 134.66",2026-09-07,10,133.27
Google Secondary DNS,www.github.com,"136.61, 136.5, 131.72, 132.51, 131.88, 131.83, 136.53, 139.37, 138.7, 132.29",2026-09-07,10,134.79
Google Secondary DNS,www.netflix.com,"130.95, 135.63, 134.26, 131.09, 129.95, 130.08, 135.45, 130.28, 131.16, 130.98",2026-09-07,10,131.98
Google Secondary DNS,www.hbomax.com,"135.22, 134.74, 134.9, 173.86, 132.68, 135.92, 136.0, 131.14, 135.82, 131.36",2026-09-07,10,138.16
Google Secondary DNS,protonvpn.com,"131.55, 133.07, 132.71, 138.95, 136.48, 132.64, 132.28, 131.17, 132.37, 131.72",2026-09-07,10,133.3
Google Secondary DNS,www.ajax.nl,"132.42, 148.39, 147.0, 138.94, 147.68, 136.67, 134.05, 150.72, 137.39, 135.73",2026-09-07,10,140.9
Quad9 Primary DNS,www.facebook.com,"120.21, 121.48, 122.0, 120.39, 120.18, 119.41, 120.2, 119.54, 127.96, 125.62",2026-09-07,10,121.7
Quad9 Primary DNS,www.google.com,"120.67, 122.16, 121.7, 121.08, 120.14, 119.51, 120.2, 121.08, 120.16, 120.37",2026-09-07,10,120.71
Quad9 Primary DNS,www.amazon.com,"120.85, 120.24, 124.0, 121.84, 119.99, 125.32, 119.88, 120.17, 119.98, 119.79",2026-09-07,10,121.21
Quad9 Primary DNS,www.nos.nl,"129.36, 120.66, 120.3, 120.1, 119.75, 120.09, 127.25, 120.23, 131.93, 122.67",2026-09-07,10,123.23
Quad9 Primary DNS,www.bbc.co.uk,"312.9, 126.57, 121.05, 121.63, 121.58, 119.39, 121.28, 121.26, 315.56, 120.85",2026-09-07,10,160.21
Quad9 Primary DNS,www.github.com,"124.21, 122.46, 119.88, 121.03, 136.35, 120.92, 121.37, 120.79, 120.67, 122.81",2026-09-07,10,123.05
Quad9 Primary DNS,www.netflix.com,"122.88, 119.66, 121.67, 123.61, 123.9, 121.54, 121.24, 121.02, 120.67, 119.55",2026-09-07,10,121.57
Quad9 Primary DNS,www.hbomax.com,"122.93, 123.13, 120.95, 122.85, 123.35, 122.08, 119.59, 124.78, 125.36, 127.83",2026-09-07,10,123.29
Quad9 Primary DNS,protonvpn.com,"125.58, 127.86, 124.35, 119.89, 119.81, 119.55, 121.7, 121.1, 121.4, 123.58",2026-09-07,10,122.48
Quad9 Primary DNS,www.ajax.nl,"143.7, 121.77, 138.07, 125.48, 123.6, 122.92, 122.87, 129.44, 122.28, 120.88",2026-09-07,10,127.1
Quad9 Secondary DNS,www.facebook.com,"121.24, 122.32, 121.24, 121.59, 122.23, 120.92, 120.37, 120.85, 119.88, 123.97",2026-09-07,10,121.46
Quad9 Secondary DNS,www.google.com,"121.07, 123.01, 125.13, 119.76, 121.62, 120.59, 120.74, 120.66, 120.86, 122.85",2026-09-07,10,121.63
Quad9 Secondary DNS,www.amazon.com,"121.81, 121.61, 122.74, 120.48, 120.48, 120.0, 120.28, 122.52, 121.23, 126.87",2026-09-07,10,121.8
Quad9 Secondary DNS,www.nos.nl,"128.1, 120.94, 126.28, 120.82, 123.39, 119.07, 126.48, 121.21, 122.25, 121.82",2026-09-07,10,123.04
Quad9 Secondary DNS,www.bbc.co.uk,"120.64, 123.46, 120.65, 121.25, 121.83, 121.7, 123.18, 119.33, 125.91, 120.29",2026-09-07,10,121.82
Quad9 Secondary DNS,www.github.com,"119.89, 121.41, 121.88, 120.31, 120.47, 120.17, 120.83, 120.81, 120.47, 123.95",2026-09-07,10,121.02
Quad9 Secondary DNS,www.netflix.com,"122.48, 124.96, 123.89, 120.62, 122.2, 121.3, 121.22, 120.44, 120.64, 123.25",2026-09-07,10,122.1
Quad9 Secondary DNS,www.hbomax.com,"126.19, 120.22, 123.6, 123.84, 121.13, 125.94, 121.69, 120.74, 121.27, 120.88",2026-09-07,10,122.55
Quad9 Secondary DNS,protonvpn.com,"121.36, 121.51, 126.29, 125.06, 120.06, 119.88, 120.79, 119.69, 120.82, 125.2",2026-09-07,10,122.07
Quad9 Secondary DNS,www.ajax.nl,"146.73, 123.2, 120.91, 119.66, 120.65, 128.49, 123.19, 121.77, 120.77, 119.41",2026-09-07,10,124.48
NextDNS Primary DNS,www.facebook.com,"39.48, 41.25, 44.02, 40.26, 42.49, 41.72, 41.13, 40.54, 43.23, 40.03",2026-09-07,10,41.41
NextDNS Primary DNS,www.google.com,"40.12, 40.66, 46.49, 39.59, 41.09, 39.9, 43.49, 39.95, 42.19, 44.27",2026-09-07,10,41.77
NextDNS Primary DNS,www.amazon.com,"198.7, 42.79, 44.16, 40.5, 41.84, 41.33, 40.4, 39.72, 42.31, 40.94",2026-09-07,10,57.27
NextDNS Primary DNS,www.nos.nl,"468.41, 40.94, 39.31, 40.45, 44.0, 42.11, 41.88, 41.21, 40.61, 44.08",2026-09-07,10,84.3
NextDNS Primary DNS,www.bbc.co.uk,"936.01, 39.6, 38.79, 40.76, 39.43, 39.76, 43.86, 40.84, 43.42, 41.82",2026-09-07,10,130.43
NextDNS Primary DNS,www.github.com,"45.07, 40.78, 39.38, 41.91, 41.3, 40.23, 43.81, 40.77, 45.83, 41.22",2026-09-07,10,42.03
NextDNS Primary DNS,www.netflix.com,"42.87, 40.73, 45.68, 40.7, 41.6, 42.26, 39.81, 40.56, 41.44, 42.33",2026-09-07,10,41.8
NextDNS Primary DNS,www.hbomax.com,"117.18, 48.6, 44.24, 40.05, 41.61, 41.88, 42.6, 72.73, 47.23, 41.74",2026-09-07,10,53.79
NextDNS Primary DNS,protonvpn.com,"43.1, 39.32, 42.62, 40.48, 39.82, 39.45, 39.64, 41.38, 42.09, 41.55",2026-09-07,10,40.94
NextDNS Primary DNS,www.ajax.nl,"50.4, 40.87, 47.12, 39.67, 40.18, 41.44, 42.77, 39.49, 42.91, 41.72",2026-09-07,10,42.66
NextDNS Secondary DNS,www.facebook.com,"39.29, 41.17, 39.85, 40.55, 40.93, 39.35, 41.92, 40.39, 39.57, 39.0",2026-09-07,10,40.2
NextDNS Secondary DNS,www.google.com,"41.53, 39.04, 43.21, 40.74, 41.98, 40.14, 44.83, 39.49, 40.36, 40.82",2026-09-07,10,41.21
NextDNS Secondary DNS,www.amazon.com,"44.51, 41.73, 39.85, 44.68, 41.35, 39.71, 46.5, 43.09, 43.46, 39.6",2026-09-07,10,42.45
NextDNS Secondary DNS,www.nos.nl,"164.13, 40.48, 39.6, 39.88, 39.9, 40.64, 39.03, 40.55, 40.69, 61.22",2026-09-07,10,54.61
NextDNS Secondary DNS,www.bbc.co.uk,"44.51, 40.86, 40.54, 40.52, 502.52, 40.47, 40.58, 41.97, 39.67, 41.85",2026-09-07,10,87.35
NextDNS Secondary DNS,www.github.com,"45.1, 40.12, 41.87, 41.03, 40.81, 40.97, 40.42, 42.81, 45.29, 42.06",2026-09-07,10,42.05
NextDNS Secondary DNS,www.netflix.com,"40.2, 41.53, 39.44, 40.12, 39.54, 40.86, 40.95, 40.63, 40.03, 40.67",2026-09-07,10,40.4
NextDNS Secondary DNS,www.hbomax.com,"48.69, 40.67, 42.65, 38.99, 41.07, 43.94, 39.43, 40.85, 40.84, 39.93",2026-09-07,10,41.71
NextDNS Secondary DNS,protonvpn.com,"39.78, 39.56, 46.0, 39.03, 41.21, 39.74, 44.57, 40.02, 39.37, 59.31",2026-09-07,10,42.86
NextDNS Secondary DNS,www.ajax.nl,"44.03, 42.67, 43.29, 39.19, 39.65, 41.49, 45.06, 44.43, 42.88, 49.7",2026-09-07,10,43.24
OpenDNS Primary DNS,www.facebook.com,"41.53, 93.21, 45.91, 39.83, 39.81, 41.84, 45.21, 42.68, 41.41, 43.19",2026-09-07,10,47.46
OpenDNS Primary DNS,www.google.com,"43.82, 40.98, 44.71, 41.21, 42.1, 41.21, 40.11, 40.0, 38.87, 39.69",2026-09-07,10,41.27
OpenDNS Primary DNS,www.amazon.com,"44.9, 122.79, 41.89, 45.61, 114.16, 41.54, 54.5, 40.94, 39.92, 125.93",2026-09-07,10,67.22
OpenDNS Primary DNS,www.nos.nl,"154.05, 52.57, 91.65, 40.14, 39.83, 208.0, 41.8, 39.07, 120.11, 40.8",2026-09-07,10,82.8
OpenDNS Primary DNS,www.bbc.co.uk,"38.59, 40.51, 39.87, 40.06, 47.82, 41.81, 48.28, 39.89, 39.87, 40.95",2026-09-07,10,41.77
OpenDNS Primary DNS,www.github.com,"48.04, 47.48, 42.32, 41.02, 41.41, 44.0, 46.66, 39.67, 38.8, 43.37",2026-09-07,10,43.28
OpenDNS Primary DNS,www.netflix.com,"40.41, 44.69, 41.02, 40.03, 39.78, 39.81, 41.43, 41.07, 40.35, 39.8",2026-09-07,10,40.84
OpenDNS Primary DNS,www.hbomax.com,"40.74, 46.38, 39.07, 40.94, 41.19, 40.51, 46.33, 41.32, 39.99, 44.8",2026-09-07,10,42.13
OpenDNS Primary DNS,protonvpn.com,"51.41, 43.43, 46.09, 39.26, 43.47, 44.2, 38.57, 44.56, 39.21, 50.84",2026-09-07,10,44.1
OpenDNS Primary DNS,www.ajax.nl,"44.83, 45.61, 43.92, 47.1, 40.04, 39.97, 39.35, 44.99, 39.61, 44.93",2026-09-07,10,43.04
OpenDNS Secondary DNS,www.facebook.com,"41.75, 42.22, 46.85, 40.64, 38.89, 40.1, 40.41, 122.38, 39.95, 40.48",2026-09-07,10,49.37
OpenDNS Secondary DNS,www.google.com,"78.69, 41.32, 38.95, 42.6, 38.73, 80.22, 42.04, 41.09, 41.42, 40.32",2026-09-07,10,48.54
OpenDNS Secondary DNS,www.amazon.com,"39.78, 124.15, 45.64, 39.72, 41.99, 44.38, 38.82, 46.79, 43.65, 123.57",2026-09-07,10,58.85
OpenDNS Secondary DNS,www.nos.nl,"154.63, 123.41, 39.61, 253.62, 96.6, 40.92, 42.79, 40.09, 137.28, 298.36",2026-09-07,10,122.73
OpenDNS Secondary DNS,www.bbc.co.uk,"256.16, 1904.45, 41.17, 41.41, 858.84, 44.13, 45.6, 39.99, 40.95, 40.7",2026-09-07,10,331.34
OpenDNS Secondary DNS,www.github.com,"42.98, 41.06, 48.75, 41.99, 39.44, 39.95, 40.04, 45.52, 39.42, 111.0",2026-09-07,10,49.01
OpenDNS Secondary DNS,www.netflix.com,"38.96, 39.71, 40.09, 38.46, 39.94, 39.54, 44.6, 40.19, 39.12, 40.18",2026-09-07,10,40.08
OpenDNS Secondary DNS,www.hbomax.com,"47.75, 40.33, 40.05, 40.44, 43.56, 41.26, 43.67, 40.74, 46.46, 41.57",2026-09-07,10,42.58
OpenDNS Secondary DNS,protonvpn.com,"49.6, 46.86, 38.76, 40.5, 39.9, 38.61, 40.49, 42.17, 39.23, 44.74",2026-09-07,10,42.09
OpenDNS Secondary DNS,www.ajax.nl,"44.26, 52.55, 51.2, 45.99, 43.95, 40.0, 44.8, 39.96, 47.3, 45.64",2026-09-07,10,45.56
AdGuardDNS Primary DNS,www.facebook.com,"42.01, 39.47, 44.92, 38.77, 41.24, 40.65, 41.28, 39.34, 39.95, 45.66",2026-09-07,10,41.33
AdGuardDNS Primary DNS,www.google.com,"41.36, 42.87, 45.99, 39.54, 40.87, 40.84, 40.95, 39.98, 40.21, 40.81",2026-09-07,10,41.34
AdGuardDNS Primary DNS,www.amazon.com,"165.28, 40.94, 48.3, 39.87, 41.25, 40.84, 40.29, 134.24, 38.29, 45.09",2026-09-07,10,63.44
AdGuardDNS Primary DNS,www.nos.nl,"80.25, 40.31, 42.48, 40.48, 39.88, 41.41, 39.97, 42.99, 40.67, 42.65",2026-09-07,10,45.11
AdGuardDNS Primary DNS,www.bbc.co.uk,"838.17, 40.35, 47.57, 39.86, 40.36, 40.31, 41.6, 1059.37, 43.83, 40.03",2026-09-07,10,223.14
AdGuardDNS Primary DNS,www.github.com,"250.9, 40.7, 43.7, 40.07, 39.52, 39.86, 39.89, 145.32, 44.32, 57.47",2026-09-07,10,74.17
AdGuardDNS Primary DNS,www.netflix.com,"39.91, 39.92, 46.55, 39.35, 39.57, 39.99, 42.34, 40.58, 39.74, 45.65",2026-09-07,10,41.36
AdGuardDNS Primary DNS,www.hbomax.com,"72.96, 43.61, 41.96, 40.58, 39.24, 40.19, 39.88, 39.68, 47.09, 45.19",2026-09-07,10,45.04
AdGuardDNS Primary DNS,protonvpn.com,"40.65, 40.78, 40.21, 39.38, 39.38, 40.58, 44.61, 39.5, 39.76, 41.14",2026-09-07,10,40.6
AdGuardDNS Primary DNS,www.ajax.nl,"44.17, 40.0, 40.76, 39.85, 43.06, 40.27, 40.31, 39.63, 40.99, 42.81",2026-09-07,10,41.18
AdguardDNS Secondary DNS,www.facebook.com,"40.05, 40.59, 40.83, 38.27, 40.47, 44.19, 41.85, 40.98, 41.04, 41.17",2026-09-07,10,40.94
AdguardDNS Secondary DNS,www.google.com,"40.21, 39.99, 39.9, 43.98, 40.06, 40.02, 41.29, 40.19, 41.89, 41.89",2026-09-07,10,40.94
AdguardDNS Secondary DNS,www.amazon.com,"47.64, 43.01, 42.04, 39.95, 46.09, 39.15, 39.54, 39.91, 41.17, 42.1",2026-09-07,10,42.06
AdguardDNS Secondary DNS,www.nos.nl,"39.93, 40.81, 39.2, 39.79, 39.31, 39.33, 40.41, 78.66, 39.92, 43.07",2026-09-07,10,44.04
AdguardDNS Secondary DNS,www.bbc.co.uk,"45.86, 40.61, 40.25, 39.37, 39.36, 42.65, 39.42, 39.86, 45.51, 39.43",2026-09-07,10,41.23
AdguardDNS Secondary DNS,www.github.com,"39.13, 40.46, 40.24, 43.28, 39.56, 40.39, 39.88, 41.05, 44.06, 39.72",2026-09-07,10,40.78
AdguardDNS Secondary DNS,www.netflix.com,"39.03, 40.98, 43.07, 41.57, 39.51, 40.18, 39.59, 39.99, 40.01, 44.63",2026-09-07,10,40.86
AdguardDNS Secondary DNS,www.hbomax.com,"40.48, 39.76, 47.42, 39.76, 39.83, 39.8, 39.52, 39.56, 41.03, 48.58",2026-09-07,10,41.57
AdguardDNS Secondary DNS,protonvpn.com,"39.9, 39.9, 41.46, 40.27, 42.3, 40.28, 39.98, 43.15, 40.77, 41.49",2026-09-07,10,40.95
AdguardDNS Secondary DNS,www.ajax.nl,"41.29, 40.32, 41.45, 39.95, 40.96, 39.65, 40.28, 45.36, 39.44, 39.47",2026-09-07,10,40.82
