"DNS Tested","Target Website","Query Times (ms)","Date Tested","Frequency Tested","Avg Query Time"
"Quad9 Secondary DNS","www.netflix.com","127, 125.79, 123.38, 125.72, 127.16, 126.68, 125.88, 126.81, 125.94, 125.16","2026-06-26","10","125.95"
"Quad9 Secondary DNS","www.hbomax.com","125.21, 126.45, 127.08, 126.76, 128.38, 125.15, 125.23, 130.12, 126.33, 124.21","2026-06-26","10","126.49"
"NextDNS Primary DNS","www.facebook.com","49, 46.06, 46.49, 47.39, 46.89, 46.41, 46.85, 47.34, 45.86, 43.46","2026-06-26","10","46.58"
"NextDNS Primary DNS","www.google.com","46.48, 45.11, 45.81, 47.87, 46.09, 46.32, 43.95, 45.78, 49.01, 47.62","2026-06-26","10","46.41"
"NextDNS Primary DNS","www.amazon.com","57.78, 46.93, 45.8, 46.55, 46.92, 46.62, 52.06, 51.42, 51.48, 45.4","2026-06-26","10","49.1"
"NextDNS Primary DNS","www.nos.nl","1042.77, 46.95, 46.29, 45.66, 42.69, 43.95, 47.62, 46.2, 47.38, 47.64","2026-06-26","10","145.72"
"NextDNS Primary DNS","www.bbc.co.uk","180.08, 46.14, 46.53, 46.71, 44.45, 46.86, 45.35, 46.22, 48.88, 49.71","2026-06-26","10","60.09"
"NextDNS Primary DNS","www.github.com","127.64, 45.6, 45.66, 45.85, 45.99, 43.51, 46.34, 47, 45.53, 45.7","2026-06-26","10","53.88"
"NextDNS Primary DNS","www.netflix.com","49.5, 47.14, 48.95, 46.33, 47.62, 46.3, 46.61, 46.21, 46.18, 45.8","2026-06-26","10","47.06"
"NextDNS Primary DNS","www.hbomax.com","78.9, 46.4, 46.35, 46.02, 48.1, 47.95, 46.15, 46.43, 43.06, 1039.86","2026-06-26","10","148.92"
"NextDNS Secondary DNS","www.facebook.com","91.68, 95.97, 88.93, 47.56, 40.88, 46.34, 46.42, 45.87, 42.71, 47.53","2026-06-26","10","59.39"
"NextDNS Secondary DNS","www.google.com","45.32, 45.49, 46.17, 46.9, 44.77, 45.96, 46.54, 48.7, 50.9, 43.31","2026-06-26","10","46.41"
"NextDNS Secondary DNS","www.amazon.com","45.19, 47.4, 44.62, 44.22, 45.05, 45.96, 45.82, 45.74, 47.62, 50.7","2026-06-26","10","46.23"
"NextDNS Secondary DNS","www.nos.nl","105.15, 47.37, 46.88, 46.96, 46.9, 48.5, 47.04, 45.05, 46.01, 46.11","2026-06-26","10","52.6"
"NextDNS Secondary DNS","www.bbc.co.uk","272.53, 46.96, 46.36, 42.95, 45.45, 46.45, 47.19, 46.36, 46.9, 42.42","2026-06-26","10","68.36"
"NextDNS Secondary DNS","www.github.com","46.78, 47.99, 44.41, 46.06, 47.25, 58.35, 47.25, 42.75, 46.38, 45.8","2026-06-26","10","47.3"
"NextDNS Secondary DNS","www.netflix.com","46.31, 48.28, 47.29, 53.88, 47.24, 49.17, 46.55, 52.53, 42.48, 46.19","2026-06-26","10","47.99"
"NextDNS Secondary DNS","www.hbomax.com","145.48, 43.15, 43.09, 46.96, 1040.52, 45.74, 47.08, 46.17, 46.15, 46.01","2026-06-26","10","155.03"
"OpenDNS Primary DNS","www.facebook.com","49.82, 126.66, 48.34, 47.32, 51.29, 47.29, 128.38, 48.66, 52.25, 45.83","2026-06-26","10","64.58"
"OpenDNS Primary DNS","www.google.com","81.92, 87.87, 52.79, 77.33, 51.73, 46.3, 48.12, 52.65, 46.85, 46.08","2026-06-26","10","59.16"
"OpenDNS Primary DNS","www.amazon.com","50.83, 122.09, 131.49, 52.89, 47.08, 50.17, 52.42, 63.25, 56.02, 50.22","2026-06-26","10","67.65"
"OpenDNS Primary DNS","www.nos.nl","284.09, 51.27, 202.73, 225.47, 46.53, 251.27, 277.71, 166.5, 47.58, 414.62","2026-06-26","10","196.78"
"OpenDNS Primary DNS","www.bbc.co.uk","664.44, 47.79, 49.29, 45.78, 368.16, 46.97, 51.31, 45.69, 758.09, 47.67","2026-06-26","10","212.52"
"OpenDNS Primary DNS","www.github.com","93.44, 50.41, 51.22, 48.96, 50.32, 109.21, 89.18, 51.52, 48.84, 47.36","2026-06-26","10","64.05"
"OpenDNS Primary DNS","www.netflix.com","39.46, 44.94, 48.19, 44.4, 43.84, 46.56, 49.9, 45.73, 44.85, 47.18","2026-06-26","10","45.51"
"OpenDNS Primary DNS","www.hbomax.com","45.61, 47.17, 126.93, 196.35, 47.96, 52.3, 42.15, 46.88, 48.35, 49.33","2026-06-26","10","70.3"
"OpenDNS Secondary DNS","www.facebook.com","98.32, 40.02, 52.34, 45.73, 47.49, 47, 49.53, 52.89, 45.61, 47.68","2026-06-26","10","52.66"
"OpenDNS Secondary DNS","www.google.com","83.85, 51.43, 47.84, 45.75, 47.59, 82.11, 47.92, 53.9, 43.64, 44.23","2026-06-26","10","54.83"
"OpenDNS Secondary DNS","www.amazon.com","60.21, 59.7, 61.6, 79.63, 61.13, 71.46, 55.62, 63.09, 69.93, 172.43","2026-06-26","10","75.48"
"OpenDNS Secondary DNS","www.nos.nl","40.03, 63.74, 50.02, 279.05, 54.93, 57.16, 109.77, 247.4, 153.02, 222.93","2026-06-26","10","127.8"
"OpenDNS Secondary DNS","www.bbc.co.uk","46.97, 153.21, 50.79, 47.84, 45.53, 46.81, 46.71, 149.18, 47.54, 47.06","2026-06-26","10","68.16"
"OpenDNS Secondary DNS","www.github.com","46.15, 47.59, 49.72, 50.65, 46.62, 48.66, 44.31, 46.1, 42.13, 46.53","2026-06-26","10","46.85"
"OpenDNS Secondary DNS","www.netflix.com","52.67, 49.06, 41.79, 43.01, 46.46, 46.63, 48.35, 45.64, 47.5, 45.19","2026-06-26","10","46.63"
"OpenDNS Secondary DNS","www.hbomax.com","45.13, 48.4, 103.14, 45.66, 50.8, 48.38, 44.93, 46.01, 47.42, 49.11","2026-06-26","10","52.9"
"AdGuard DNS Primary DNS","www.facebook.com","503.29, 45.01, 45.63, 45.13, 46.35, 42.98, 39.55, 44.86, 45.35, 48.4","2026-06-26","10","90.66"
"AdGuard DNS Primary DNS","www.google.com","81.88, 43.02, 45.77, 46.06, 42.78, 45.33, 46.67, 45.28, 45.39, 43.3","2026-06-26","10","48.55"
"AdGuard DNS Primary DNS","www.amazon.com","383.71, 46.1, 46.57, 47, 48.18, 44.08, 45.9, 46.44, 48.2, 46.03","2026-06-26","10","80.22"
"AdGuard DNS Primary DNS","www.nos.nl","156.26, 44.72, 45.7, 46.89, 42.62, 46.47, 48.88, 45.62, 43.67, 46.34","2026-06-26","10","56.72"
"AdGuard DNS Primary DNS","www.bbc.co.uk","952.4, 46.74, 43.96, 46.36, 44.62, 45.06, 45.41, 41.45, 46.74, 46.96","2026-06-26","10","135.97"
"AdGuard DNS Primary DNS","www.github.com","162.76, 45.64, 46.34, 46.54, 46.28, 45.23, 45.55, 45.11, 42.45, 47.43","2026-06-26","10","57.33"
"AdGuard DNS Primary DNS","www.netflix.com","48.82, 45.27, 46.43, 44.96, 45.57, 41.06, 44.44, 44.96, 45.75, 46.18","2026-06-26","10","45.34"
"AdGuard DNS Primary DNS","www.hbomax.com","277.1, 44.28, 49.54, 44.26, 46.02, 45.35, 45.95, 44.11, 46.66, 43.75","2026-06-26","10","68.7"
"Adguard DNS Secondary DNS","www.facebook.com","45.94, 45.63, 48.06, 48.06, 46.48, 45.52, 44.51, 44.61, 44.68, 46.29","2026-06-26","10","45.98"
"Adguard DNS Secondary DNS","www.google.com","45.5, 45.64, 45.38, 45.93, 46.42, 46.7, 45.23, 46.01, 46.98, 49.64","2026-06-26","10","46.34"
"Adguard DNS Secondary DNS","www.amazon.com","46.3, 47.17, 46.26, 46.76, 46.55, 46.3, 46.2, 45.28, 45.11, 45.71","2026-06-26","10","46.16"
"Adguard DNS Secondary DNS","www.nos.nl","46.64, 45.15, 46.36, 45.52, 45.73, 45.94, 45.34, 45.9, 46.18, 46.64","2026-06-26","10","45.94"
"Adguard DNS Secondary DNS","www.bbc.co.uk","47.17, 44.81, 45.77, 45.66, 45.72, 45.07, 45.05, 47.11, 45.01, 46.81","2026-06-26","10","45.82"
"Adguard DNS Secondary DNS","www.github.com","45.57, 44.11, 44.33, 44.91, 46.12, 45.28, 46.13, 45.73, 45.11, 44.7","2026-06-26","10","45.2"
"Adguard DNS Secondary DNS","www.netflix.com","45.91, 45.61, 45.98, 46.42, 44.66, 44.77, 47.1, 44.93, 46.16, 44.83","2026-06-26","10","45.64"
"Adguard DNS Secondary DNS","www.hbomax.com","44.72, 45.96, 46.03, 46.83, 46.44, 46.84, 45.61, 47.32, 47.6, 46.77","2026-06-26","10","46.41"
