DNS Tested,Target Website,Query Times (ms),Date Tested,Frequency Tested,Avg Query Time
Google Primary DNS,www.bbc.co.uk,"137.1, 140.34, 136.81, 131.07, 131.24, 134.87, 135.74, 134.71, 131.96, 131.27",2026-09-06,10,134.51
Google Primary DNS,www.github.com,"137.42, 137.45, 134.85, 130.0, 132.59, 132.59, 137.93, 131.0, 130.82, 130.58",2026-09-06,10,133.52
Google Primary DNS,www.netflix.com,"130.53, 130.91, 129.78, 130.54, 131.68, 130.64, 130.28, 129.51, 129.21, 129.7",2026-09-06,10,130.28
Google Primary DNS,www.hbomax.com,"135.4, 131.56, 134.5, 134.72, 133.93, 130.64, 136.1, 131.95, 135.21, 138.16",2026-09-06,10,134.22
Google Secondary DNS,www.facebook.com,"133.49, 129.91, 134.11, 238.97, 130.32, 130.85, 131.59, 132.7, 130.4, 131.1",2026-09-06,10,142.34
Google Secondary DNS,www.google.com,"129.68, 129.5, 136.54, 136.94, 130.08, 131.74, 136.54, 130.65, 129.81, 132.0",2026-09-06,10,132.35
Google Secondary DNS,www.amazon.com,"142.59, 138.09, 137.73, 130.85, 131.15, 132.98, 132.02, 138.93, 132.6, 145.16",2026-09-06,10,136.21
Google Secondary DNS,www.nos.nl,"149.0, 131.16, 145.63, 141.01, 133.49, 131.2, 130.64, 130.91, 131.06, 130.95",2026-09-06,10,135.5
Google Secondary DNS,www.bbc.co.uk,"134.52, 138.97, 130.4, 131.38, 131.79, 137.36, 133.14, 130.77, 131.73, 131.2",2026-09-06,10,133.13
Google Secondary DNS,www.github.com,"138.18, 130.89, 129.67, 131.19, 143.86, 132.58, 130.57, 130.81, 131.78, 138.87",2026-09-06,10,133.84
Google Secondary DNS,www.netflix.com,"130.32, 135.3, 130.16, 134.38, 129.82, 129.12, 132.85, 129.52, 129.43, 135.7",2026-09-06,10,131.66
Google Secondary DNS,www.hbomax.com,"134.61, 131.65, 132.01, 141.26, 130.79, 132.46, 134.34, 135.44, 131.41, 131.79",2026-09-06,10,133.57
Quad9 Primary DNS,www.facebook.com,"125.3, 121.84, 122.08, 120.53, 121.74, 120.44, 123.88, 119.97, 121.55, 122.07",2026-09-06,10,121.94
Quad9 Primary DNS,www.google.com,"121.27, 120.29, 121.3, 123.88, 119.6, 125.23, 125.81, 120.56, 119.88, 121.39",2026-09-06,10,121.92
Quad9 Primary DNS,www.amazon.com,"120.18, 121.3, 120.16, 120.51, 121.11, 123.82, 119.45, 120.83, 125.74, 121.53",2026-09-06,10,121.46
Quad9 Primary DNS,www.nos.nl,"267.99, 121.25, 120.85, 121.26, 121.45, 124.86, 124.71, 122.86, 266.26, 120.26",2026-09-06,10,151.18
Quad9 Primary DNS,www.bbc.co.uk,"119.31, 121.39, 120.18, 120.39, 119.33, 119.5, 125.07, 122.24, 835.82, 119.83",2026-09-06,10,192.31
Quad9 Primary DNS,www.github.com,"119.63, 121.23, 124.94, 119.14, 119.89, 120.05, 119.15, 121.3, 120.31, 124.17",2026-09-06,10,120.98
Quad9 Primary DNS,www.netflix.com,"119.96, 120.92, 120.28, 119.05, 120.94, 119.46, 120.25, 119.53, 120.85, 120.05",2026-09-06,10,120.13
Quad9 Primary DNS,www.hbomax.com,"120.24, 123.13, 119.08, 119.47, 122.27, 120.07, 125.81, 120.36, 124.68, 125.06",2026-09-06,10,122.02
Quad9 Secondary DNS,www.facebook.com,"120.12, 126.12, 119.41, 120.2, 120.15, 118.77, 120.42, 119.42, 120.67, 120.18",2026-09-06,10,120.55
Quad9 Secondary DNS,www.google.com,"121.19, 122.05, 119.86, 120.36, 122.18, 123.9, 125.86, 120.38, 121.92, 121.2",2026-09-06,10,121.89
Quad9 Secondary DNS,www.amazon.com,"123.07, 119.99, 126.29, 121.36, 120.84, 121.26, 119.75, 124.56, 123.92, 119.48",2026-09-06,10,122.05
Quad9 Secondary DNS,www.nos.nl,"266.67, 119.58, 120.34, 120.7, 119.8, 119.42, 120.18, 119.93, 128.05, 120.56",2026-09-06,10,135.52
Quad9 Secondary DNS,www.bbc.co.uk,"270.2, 120.79, 122.21, 120.24, 121.7, 122.46, 125.76, 122.03, 121.1, 120.03",2026-09-06,10,136.65
Quad9 Secondary DNS,www.github.com,"120.91, 123.21, 121.1, 119.62, 123.63, 126.11, 124.81, 119.29, 127.38, 121.0",2026-09-06,10,122.71
Quad9 Secondary DNS,www.netflix.com,"120.49, 119.0, 126.18, 120.36, 121.74, 120.82, 121.84, 119.87, 121.06, 121.13",2026-09-06,10,121.25
Quad9 Secondary DNS,www.hbomax.com,"268.66, 121.36, 120.34, 121.78, 120.25, 120.28, 125.1, 124.4, 119.95, 120.16",2026-09-06,10,136.23
NextDNS Primary DNS,www.facebook.com,"41.48, 40.92, 40.21, 40.37, 40.35, 48.46, 40.19, 39.9, 45.68, 39.59",2026-09-06,10,41.72
NextDNS Primary DNS,www.google.com,"39.84, 42.9, 44.85, 39.47, 47.3, 42.1, 45.37, 41.15, 41.87, 44.46",2026-09-06,10,42.93
NextDNS Primary DNS,www.amazon.com,"41.42, 40.75, 45.12, 39.07, 41.63, 41.01, 40.33, 44.1, 40.99, 42.7",2026-09-06,10,41.71
NextDNS Primary DNS,www.nos.nl,"76.01, 41.86, 42.96, 40.25, 41.36, 39.47, 39.73, 44.65, 40.17, 40.23",2026-09-06,10,44.67
NextDNS Primary DNS,www.bbc.co.uk,"733.59, 40.2, 41.73, 41.38, 39.75, 40.41, 40.73, 46.26, 40.79, 40.05",2026-09-06,10,110.49
NextDNS Primary DNS,www.github.com,"39.92, 40.91, 40.82, 40.41, 42.6, 39.5, 40.65, 40.04, 40.95, 45.9",2026-09-06,10,41.17
NextDNS Primary DNS,www.netflix.com,"41.8, 40.5, 40.19, 39.79, 40.63, 40.52, 40.68, 39.66, 53.36, 42.41",2026-09-06,10,41.95
NextDNS Primary DNS,www.hbomax.com,"46.61, 43.57, 39.5, 39.06, 40.47, 46.46, 39.07, 40.79, 40.92, 40.99",2026-09-06,10,41.74
NextDNS Secondary DNS,www.facebook.com,"41.52, 40.81, 40.34, 47.72, 44.55, 39.95, 43.8, 39.52, 40.97, 39.96",2026-09-06,10,41.91
NextDNS Secondary DNS,www.google.com,"39.86, 40.34, 40.12, 40.32, 46.09, 39.03, 40.38, 39.61, 39.86, 39.67",2026-09-06,10,40.53
NextDNS Secondary DNS,www.amazon.com,"44.63, 99.13, 39.54, 39.08, 46.62, 43.95, 39.8, 41.32, 41.36, 39.99",2026-09-06,10,47.54
NextDNS Secondary DNS,www.nos.nl,"148.03, 39.53, 39.75, 41.45, 40.15, 39.64, 40.0, 39.75, 44.34, 40.59",2026-09-06,10,51.32
NextDNS Secondary DNS,www.bbc.co.uk,"43.38, 39.24, 45.41, 39.65, 43.8, 41.25, 43.95, 40.24, 45.53, 39.69",2026-09-06,10,42.21
NextDNS Secondary DNS,www.github.com,"44.13, 43.67, 42.56, 40.88, 40.25, 39.01, 39.35, 39.57, 39.3, 40.23",2026-09-06,10,40.9
NextDNS Secondary DNS,www.netflix.com,"39.22, 43.29, 41.17, 42.15, 40.38, 39.05, 40.88, 40.91, 40.33, 39.56",2026-09-06,10,40.69
NextDNS Secondary DNS,www.hbomax.com,"46.71, 46.45, 40.62, 41.13, 40.42, 43.16, 42.35, 40.65, 42.68, 40.42",2026-09-06,10,42.46
OpenDNS Primary DNS,www.facebook.com,"90.96, 41.48, 39.25, 46.32, 41.37, 46.45, 39.77, 42.81, 39.89, 40.79",2026-09-06,10,46.91
OpenDNS Primary DNS,www.google.com,"43.85, 40.17, 75.82, 39.49, 40.56, 77.36, 39.79, 41.12, 44.22, 40.11",2026-09-06,10,48.25
OpenDNS Primary DNS,www.amazon.com,"44.7, 40.46, 47.39, 97.46, 116.5, 48.71, 40.27, 51.8, 45.51, 50.97",2026-09-06,10,58.38
OpenDNS Primary DNS,www.nos.nl,"98.03, 47.7, 220.44, 39.92, 39.91, 121.5, 39.91, 41.71, 39.57, 39.1",2026-09-06,10,72.78
OpenDNS Primary DNS,www.bbc.co.uk,"41.76, 146.52, 450.04, 850.84, 43.55, 40.61, 40.07, 41.8, 39.82, 40.75",2026-09-06,10,173.58
OpenDNS Primary DNS,www.github.com,"47.27, 142.49, 49.83, 39.61, 46.31, 95.97, 42.62, 43.76, 40.05, 39.08",2026-09-06,10,58.7
OpenDNS Primary DNS,www.netflix.com,"41.14, 44.57, 40.74, 39.71, 40.53, 38.42, 43.98, 40.14, 41.47, 68.46",2026-09-06,10,43.91
OpenDNS Primary DNS,www.hbomax.com,"142.76, 41.3, 41.73, 39.75, 42.16, 42.44, 43.21, 40.76, 43.47, 118.2",2026-09-06,10,59.58
OpenDNS Secondary DNS,www.facebook.com,"119.66, 88.92, 41.24, 96.3, 40.94, 40.69, 41.21, 39.72, 38.9, 40.69",2026-09-06,10,58.83
OpenDNS Secondary DNS,www.google.com,"47.66, 79.9, 42.8, 39.9, 42.58, 38.6, 40.0, 40.79, 39.05, 39.12",2026-09-06,10,45.04
OpenDNS Secondary DNS,www.amazon.com,"50.36, 40.33, 39.47, 49.65, 38.28, 45.11, 118.88, 40.88, 168.08, 38.77",2026-09-06,10,62.98
OpenDNS Secondary DNS,www.nos.nl,"261.48, 323.85, 47.81, 179.82, 98.31, 48.72, 39.82, 38.87, 51.76, 39.83",2026-09-06,10,113.03
OpenDNS Secondary DNS,www.bbc.co.uk,"1493.15, 38.82, 247.95, 41.21, 46.84, 41.66, 44.39, 39.53, 43.94, 39.79",2026-09-06,10,207.73
OpenDNS Secondary DNS,www.github.com,"43.71, 45.05, 89.23, 43.04, 41.11, 39.8, 39.47, 38.72, 50.99, 39.45",2026-09-06,10,47.06
OpenDNS Secondary DNS,www.netflix.com,"43.04, 42.35, 39.14, 40.24, 43.39, 40.33, 41.0, 40.33, 40.69, 39.42",2026-09-06,10,40.99
OpenDNS Secondary DNS,www.hbomax.com,"42.89, 44.87, 43.35, 38.56, 39.46, 40.7, 41.27, 42.61, 91.3, 43.34",2026-09-06,10,46.84
AdGuard DNS Primary DNS,www.facebook.com,"152.95, 40.52, 38.97, 42.2, 41.22, 41.8, 39.56, 38.69, 47.28, 254.08",2026-09-06,10,73.73
AdGuard DNS Primary DNS,www.google.com,"43.51, 39.0, 40.01, 39.74, 39.71, 40.2, 39.21, 38.56, 39.04, 39.51",2026-09-06,10,39.85
AdGuard DNS Primary DNS,www.amazon.com,"158.5, 43.51, 40.71, 45.85, 39.91, 38.78, 41.92, 40.25, 45.9, 170.88",2026-09-06,10,66.62
AdGuard DNS Primary DNS,www.nos.nl,"51.62, 39.57, 40.08, 41.46, 39.41, 42.2, 45.8, 42.28, 38.08, 39.1",2026-09-06,10,41.96
AdGuard DNS Primary DNS,www.bbc.co.uk,"701.14, 42.69, 44.47, 39.15, 39.96, 39.0, 44.47, 45.84, 39.89, 40.03",2026-09-06,10,107.66
AdGuard DNS Primary DNS,www.github.com,"184.42, 40.19, 42.23, 40.53, 39.48, 39.95, 41.59, 38.24, 48.22, 45.8",2026-09-06,10,56.07
AdGuard DNS Primary DNS,www.netflix.com,"40.02, 41.06, 39.37, 39.27, 39.39, 39.82, 39.98, 41.52, 47.44, 39.81",2026-09-06,10,40.77
AdGuard DNS Primary DNS,www.hbomax.com,"73.87, 41.03, 39.51, 42.75, 40.33, 40.22, 42.47, 38.36, 39.78, 43.02",2026-09-06,10,44.13
Adguard DNS Secondary DNS,www.facebook.com,"40.95, 39.94, 40.58, 45.78, 39.7, 39.65, 40.78, 39.7, 42.87, 39.29",2026-09-06,10,40.92
Adguard DNS Secondary DNS,www.google.com,"39.89, 41.92, 40.56, 43.69, 40.61, 39.52, 39.83, 39.5, 41.27, 39.65",2026-09-06,10,40.64
Adguard DNS Secondary DNS,www.amazon.com,"45.52, 39.76, 39.97, 44.22, 40.02, 38.66, 44.4, 43.95, 41.17, 39.58",2026-09-06,10,41.72
Adguard DNS Secondary DNS,www.nos.nl,"50.52, 43.39, 39.82, 40.74, 44.51, 40.68, 45.17, 40.06, 41.51, 39.59",2026-09-06,10,42.6
Adguard DNS Secondary DNS,www.bbc.co.uk,"40.34, 39.73, 42.87, 39.1, 40.19, 41.49, 44.66, 39.98, 45.9, 39.91",2026-09-06,10,41.42
Adguard DNS Secondary DNS,www.github.com,"39.97, 38.42, 40.04, 39.49, 38.13, 39.83, 40.28, 41.36, 43.33, 38.9",2026-09-06,10,39.97
Adguard DNS Secondary DNS,www.netflix.com,"39.7, 41.36, 38.53, 39.67, 47.65, 39.51, 40.98, 39.52, 54.43, 40.39",2026-09-06,10,42.17
Adguard DNS Secondary DNS,www.hbomax.com,"38.88, 42.06, 39.35, 40.04, 41.57, 39.48, 40.27, 39.14, 43.05, 43.27",2026-09-06,10,40.71
