"DNS Tested","Target Website","Query Times (ms)","Date Tested","Frequency Tested","Avg Query Time"
"Quad9 Secondary DNS","www.hbomax.com","128.58, 122.92, 127.43, 124.96, 131.17, 129.22, 127.5, 125.57, 126.52, 124.04","2026-06-23","10","126.79"
"NextDNS Primary DNS","www.facebook.com","49.92, 51.83, 50.41, 47.53, 46.2, 45.96, 45.77, 45.5, 43.75, 48.77","2026-06-23","10","47.56"
"NextDNS Primary DNS","www.google.com","47.63, 46.89, 48.22, 46.76, 48.12, 50.3, 48.04, 45.4, 44.9, 47.97","2026-06-23","10","47.42"
"NextDNS Primary DNS","www.amazon.com","79.4, 75.37, 44.99, 47.7, 42, 43.84, 48.27, 46.7, 47.5, 47.66","2026-06-23","10","52.34"
"NextDNS Primary DNS","www.nos.nl","108.16, 46.53, 46.08, 46.91, 46.07, 46.46, 47.89, 46.65, 46.74, 47.15","2026-06-23","10","52.86"
"NextDNS Primary DNS","www.bbc.co.uk","1117.22, 48.01, 47.73, 44.08, 45.79, 47.63, 45.38, 47.46, 46.21, 46.52","2026-06-23","10","153.6"
"NextDNS Primary DNS","www.github.com","47.13, 44.9, 49.03, 58.14, 49.61, 47.84, 46.16, 45.85, 46.68, 46.23","2026-06-23","10","48.16"
"NextDNS Primary DNS","www.netflix.com","48.28, 46.79, 47.81, 45.19, 45.5, 48.18, 48.12, 45.16, 45.57, 44.81","2026-06-23","10","46.54"
"NextDNS Primary DNS","www.hbomax.com","143.73, 41.89, 47.2, 48.7, 47.89, 47.74, 47.78, 46.21, 47.43, 47.34","2026-06-23","10","56.59"
"NextDNS Secondary DNS","www.facebook.com","45.79, 46.44, 47.24, 45.26, 43.3, 48.02, 45.03, 45.68, 45.02, 46.61","2026-06-23","10","45.84"
"NextDNS Secondary DNS","www.google.com","46.24, 47.08, 42.44, 47.48, 47.85, 45.92, 45.97, 45.64, 47.25, 43.65","2026-06-23","10","45.95"
"NextDNS Secondary DNS","www.amazon.com","157.06, 46.5, 46.37, 47.74, 48.3, 47.2, 42.48, 47.52, 48.2, 47.52","2026-06-23","10","57.89"
"NextDNS Secondary DNS","www.nos.nl","248.38, 49.8, 47.08, 47.76, 48.29, 47.09, 48.84, 46.18, 47.35, 46.86","2026-06-23","10","67.76"
"NextDNS Secondary DNS","www.bbc.co.uk","505.08, 45.21, 46.64, 46.93, 71.78, 46.2, 46.45, 46.22, 45.55, 46.2","2026-06-23","10","94.63"
"NextDNS Secondary DNS","www.github.com","45.87, 45.43, 45.51, 47.24, 45.23, 47.23, 51.3, 46.04, 42.62, 47.07","2026-06-23","10","46.36"
"NextDNS Secondary DNS","www.netflix.com","46.49, 48.42, 46.38, 46.52, 45.35, 47.1, 46.52, 50.09, 45.39, 46.87","2026-06-23","10","46.91"
"NextDNS Secondary DNS","www.hbomax.com","49.1, 51.12, 46.54, 46.4, 47.63, 49.49, 46.66, 53.6, 47.28, 46.02","2026-06-23","10","48.38"
"OpenDNS Primary DNS","www.facebook.com","120.78, 86.49, 49.47, 90.77, 53.62, 52.97, 92.22, 53.83, 45.57, 45.03","2026-06-23","10","69.07"
"OpenDNS Primary DNS","www.google.com","79.65, 85.99, 47.63, 43.41, 75.99, 51.88, 79.97, 47.98, 46.67, 77.76","2026-06-23","10","63.69"
"OpenDNS Primary DNS","www.amazon.com","53.9, 95.04, 141.78, 173.29, 55.26, 96.83, 53.01, 127.89, 121.9, 98.71","2026-06-23","10","101.76"
"OpenDNS Primary DNS","www.nos.nl","153.19, 201.25, 150.6, 56.17, 194.07, 253.91, 170.21, 217.85, 199.35, 60.27","2026-06-23","10","165.69"
"OpenDNS Primary DNS","www.bbc.co.uk","47.05, 264.85, 152.76, 150.58, 46.21, 46.14, 45.67, 776.47, 49.1, 45.09","2026-06-23","10","162.39"
"OpenDNS Primary DNS","www.github.com","48.71, 51.34, 52.11, 56.69, 52.7, 48.57, 46.78, 45.34, 47.35, 96.3","2026-06-23","10","54.59"
"OpenDNS Primary DNS","www.netflix.com","46.34, 46.82, 46.67, 47.9, 47.6, 48.22, 47.83, 46.81, 50.07, 46.94","2026-06-23","10","47.52"
"OpenDNS Primary DNS","www.hbomax.com","47.88, 53.15, 48.43, 56.97, 149.88, 47.98, 46.57, 46.79, 56.6, 46.86","2026-06-23","10","60.11"
"OpenDNS Secondary DNS","www.facebook.com","118.63, 45.14, 47.89, 46.85, 46.85, 51.27, 133.81, 46.46, 48.79, 46.65","2026-06-23","10","63.23"
"OpenDNS Secondary DNS","www.google.com","48.9, 45.74, 82.44, 45.86, 45.76, 45.58, 50.76, 47.31, 45.2, 47.83","2026-06-23","10","50.54"
"OpenDNS Secondary DNS","www.amazon.com","122.28, 53.91, 50.73, 48.21, 54.24, 49.17, 92.9, 51.31, 52.96, 46.37","2026-06-23","10","62.21"
"OpenDNS Secondary DNS","www.nos.nl","44.48, 289.86, 165.86, 126.94, 92.58, 226.83, 51.67, 383.16, 46.26, 291.13","2026-06-23","10","171.88"
"OpenDNS Secondary DNS","www.bbc.co.uk","46.62, 152.93, 54.17, 49.86, 46.8, 47.16, 47.54, 48.7, 162.5, 44.99","2026-06-23","10","70.13"
"OpenDNS Secondary DNS","www.github.com","59.23, 44.4, 50.91, 50.16, 47.09, 46.4, 53.77, 48, 119.12, 45.6","2026-06-23","10","56.47"
"OpenDNS Secondary DNS","www.netflix.com","44.75, 48.15, 45.87, 45.01, 46.89, 44.8, 47.44, 45.25, 45.44, 47.91","2026-06-23","10","46.15"
"OpenDNS Secondary DNS","www.hbomax.com","44.92, 47.47, 50.27, 50.04, 45.91, 45.36, 47.57, 45.81, 48.65, 45.19","2026-06-23","10","47.12"
"AdGuard DNS Primary DNS","www.facebook.com","599.75, 48.1, 46.78, 47.31, 45.91, 45.27, 46.54, 46.82, 46.23, 49.11","2026-06-23","10","102.18"
"AdGuard DNS Primary DNS","www.google.com","76.02, 46.74, 46.56, 46.56, 46.39, 45.72, 46.46, 45.59, 48.47, 48.09","2026-06-23","10","49.66"
"AdGuard DNS Primary DNS","www.amazon.com","242.16, 45.97, 46.89, 45.15, 46.17, 46.5, 47.25, 45.86, 46.13, 46.21","2026-06-23","10","65.83"
"AdGuard DNS Primary DNS","www.nos.nl","271.37, 44.48, 46.5, 46.56, 48.18, 45.72, 47.44, 46.24, 46.26, 46.78","2026-06-23","10","68.95"
"AdGuard DNS Primary DNS","www.bbc.co.uk","285.89, 45.18, 45.63, 45.82, 44.92, 45.3, 46.64, 44.95, 46.66, 47.87","2026-06-23","10","69.89"
"AdGuard DNS Primary DNS","www.github.com","156.49, 45.6, 46.12, 46.14, 52.57, 43.96, 45.3, 45.5, 45.39, 46.38","2026-06-23","10","57.35"
"AdGuard DNS Primary DNS","www.netflix.com","47.37, 46.85, 46.54, 47.36, 45.85, 46.55, 45.8, 47.42, 46.99, 46.95","2026-06-23","10","46.77"
"AdGuard DNS Primary DNS","www.hbomax.com","267.84, 45.45, 46.61, 42.88, 46.71, 42.3, 51.74, 45.85, 43.48, 47.25","2026-06-23","10","68.01"
"Adguard DNS Secondary DNS","www.facebook.com","45.57, 46.42, 46.85, 50.36, 45.53, 45.75, 48.03, 46.41, 45.25, 48.83","2026-06-23","10","46.9"
"Adguard DNS Secondary DNS","www.google.com","44.59, 46.37, 46.01, 42.46, 45.22, 43.21, 46.44, 47.84, 45.84, 48.2","2026-06-23","10","45.62"
"Adguard DNS Secondary DNS","www.amazon.com","46.69, 45.35, 45.26, 49.51, 46.15, 44.89, 49.52, 47.16, 47.06, 46.79","2026-06-23","10","46.84"
"Adguard DNS Secondary DNS","www.nos.nl","46.64, 46.76, 47.09, 45.72, 45.6, 50.48, 49.42, 46.25, 46.38, 46.88","2026-06-23","10","47.12"
"Adguard DNS Secondary DNS","www.bbc.co.uk","46.44, 46.97, 47.6, 48.16, 47.92, 47.53, 46.02, 46.36, 43.06, 46.17","2026-06-23","10","46.62"
"Adguard DNS Secondary DNS","www.github.com","46.35, 47.46, 45.97, 45.73, 47.35, 48.32, 47.22, 46.2, 47.16, 46.51","2026-06-23","10","46.83"
"Adguard DNS Secondary DNS","www.netflix.com","50.26, 46.85, 45.21, 47.74, 46.23, 45.15, 46.7, 49.77, 43.82, 45.32","2026-06-23","10","46.71"
"Adguard DNS Secondary DNS","www.hbomax.com","45.88, 45.94, 47.28, 45.49, 45.98, 47.95, 45.39, 46.41, 45.69, 46.28","2026-06-23","10","46.23"
